Chemical Shift,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
258.564,0.08929267177521337,0.02451718773012944,0.13853380333386697,0.11714057284490874,0.05194179380473186,0.1859444025635759,0.16061095322600538,0.24063767214636983,0.07409313078196511,0.1241358391255315,0.275530883564965,0.15158847914398516,2.255140518769849e-16,0.10501838126017086,-9.71445146547012e-17
258.466,0.08562906576744825,0.05312290708027852,0.1335149932168451,0.16874142840776213,0.08408912669720102,0.17069784108807018,0.14435519183839315,0.23045790830895307,0.08502767797413958,0.12028675469521219,0.23215168255597482,0.1060430110456496,0.0115796421294765,0.09416500969248628,9.71445146547012e-16
258.368,0.07020751527856638,0.08287702858479215,0.11965244239095568,0.20028992186421427,0.11486508634614452,0.14999680690329545,0.13369813062854746,0.22434946931881677,0.09750125058831477,0.10592204084413302,0.19215686007758698,0.05140072634040678,0.05268514995004693,0.10388067242112493,5.443491104271947e-05
258.271,0.05418655882237001,0.1058996977995964,0.14101795019834498,0.19884475274329502,0.14945861716056608,0.13246381228234588,0.1213279244039221,0.2178771859446958,0.09011410753618992,0.07783086422428243,0.16990823133418875,2.7755575615628914e-17,0.09961633136467007,0.12833300456033406,0.000671621735882269
258.173,0.040412262240775404,0.1086965786551668,0.19462529578800739,0.17252882957919333,0.2023817131325995,0.12481793504964928,0.145152617277066,0.21343439299708505,0.07030256975058148,0.06483086979164608,0.16594806954197497,-1.1102230246251565e-16,0.14744564239921434,0.14727851316992302,8.604228440844963e-16
258.075,0.02819652684187937,0.09017439527250844,0.24036968872481992,0.14875256241475163,0.2550987048719374,0.12592751053091705,0.19159665439735357,0.2144836947559179,0.0442264321644002,0.08297864871032669,0.14868328190830213,8.326672684688674e-17,0.18257274511954266,0.14987077247526331,-1.9845236565174673e-15
257.977,0.015906891016977995,0.08133747465533293,0.2503447693988061,0.14802144232781866,0.2933148412858434,0.12592705774727192,0.24738432360678264,0.20889628557855086,0.0360570952856019,0.0988176408166742,0.14430343794855288,-3.3306690738754696e-16,0.20798114617257757,0.16215345289604305,1.3183898417423734e-15
257.879,0.010340620470335765,0.08329836916204458,0.24104001161724126,0.16327682065169824,0.3033719075573904,0.138005434552113,0.28792707933078876,0.2069205035661889,0.04331018890477471,0.10113370406307409,0.16336806736336068,0.013854275043426054,0.22570376417837326,0.20250472444173934,0.001789165961053038
257.781,0.003004115951466768,0.08644137211958994,0.23097774084663494,0.17309776389759246,0.3023617143100959,0.14534262373727957,0.2969326631469621,0.21958346382309532,0.06718434097837933,0.10201804641960159,0.18911062016718036,0.05251785808945404,0.2156396502598098,0.26989328135104296,0.035423448274791325
257.684,-5.689893001203927e-16,0.09480892839221619,0.2256507141689331,0.20240822113400078,0.29568438164104505,0.1459312125674688,0.2773381196074868,0.23681055291644648,0.10169303524391705,0.12009839373770596,0.20840414479102737,0.08928454717728859,0.1964310005535122,0.3219581723102254,0.07188490011478679
